trial,condition,eccentricity,magnitude,correct,srt_ms,keyboard_rt_ms,pre_change_ms,valid
1,control,5.0,20,1,102.48589515686035,501.2547969818115,1174,1
2,control,6.0,20,1,99.9288558959961,499.5989799499512,1246,1
3,control,7.0,20,1,130.65028190612793,428.9212226867676,1200,1
4,control,8.0,20,1,306.73980712890625,505.8591365814209,935,1
5,control,9.0,20,1,399.3828296661377,993.5579299926758,930,1
6,control,10.0,20,1,395.98798751831055,890.5930519104004,912,1
7,control,11.0,20,1,493.56985092163086,493.56889724731445,1313,1
8,control,12.0,20,1,988.7380599975586,988.7349605560303,802,1
9,control,13.0,20,1,401.7140865325928,401.71217918395996,1340,1
10,control,14.0,20,1,505.49912452697754,505.4950714111328,1381,1
11,control,15.0,20,0,598.2849597930908,598.2818603515625,877,1
12,control,16.0,20,1,493.2873249053955,493.2851791381836,1422,1
13,control,17.0,20,1,496.967077255249,496.9658851623535,1179,1
14,control,18.0,20,1,395.65587043762207,395.65491676330566,1319,1
15,control,19.0,20,1,427.95419692993164,427.95324325561523,811,1
16,control,20.0,20,1,424.2391586303711,424.2370128631592,1440,1
17,control,21.0,20,1,491.5657043457031,491.5637969970703,1318,1
18,control,22.0,20,1,504.99725341796875,504.99510765075684,1359,1
19,control,23.0,20,1,991.7709827423096,991.7690753936768,917,1
20,control,24.0,20,1,494.3249225616455,494.3239688873291,1219,1
21,control,25.0,20,1,595.6761837005615,595.6730842590332,801,1
22,control,26.0,20,1,1530.668020248413,1530.6649208068848,916,1
23,control,27.0,20,1,495.7878589630127,495.7847595214844,919,1
24,control,28.0,20,1,496.5682029724121,496.5651035308838,814,1
25,control,29.0,20,1,698.6989974975586,698.6982822418213,1462,1
26,control,30.0,20,1,594.3999290466309,594.3999290466309,1257,1
27,control,5.0,20,1,134.41205024719238,629.8179626464844,1448,1
28,control,6.0,20,1,199.45120811462402,597.7652072906494,1003,1
29,control,7.0,20,1,398.56791496276855,398.56481552124023,1254,1
30,control,8.0,20,1,98.01387786865234,493.3450222015381,1140,1
31,control,9.0,20,1,100.24189949035645,584.3069553375244,1104,1
32,control,10.0,20,1,395.18189430236816,395.1740264892578,957,1
33,control,11.0,20,1,990.5860424041748,990.5850887298584,1433,1
34,control,12.0,20,1,492.9978847503662,492.9952621459961,948,1
35,control,13.0,20,1,594.4781303405762,594.4771766662598,1463,1
36,control,14.0,20,1,494.1380023956299,494.13514137268066,1416,1
37,control,15.0,23,1,495.68986892700195,495.68891525268555,1057,1
38,control,16.0,20,1,485.68177223205566,485.68081855773926,1064,1
39,control,17.0,20,1,498.60501289367676,498.60191345214844,1086,1
40,control,18.0,20,0,1089.7810459136963,1089.7800922393799,1263,1
41,control,19.0,20,1,197.95584678649902,1299.9281883239746,1389,1
42,control,20.0,20,1,483.63518714904785,483.63423347473145,894,1
43,control,21.0,20,1,604.1460037231445,604.1438579559326,1171,1
44,control,22.0,20,1,493.2589530944824,493.2558536529541,900,1
45,control,23.0,20,1,596.0299968719482,596.027135848999,1092,1
46,control,24.0,20,1,485.58521270751953,485.584020614624,877,1
47,control,25.0,20,1,893.6619758605957,893.6600685119629,964,1
48,control,26.0,20,1,495.76401710510254,495.7609176635742,1412,1
49,control,27.0,20,1,494.66800689697266,494.66705322265625,1216,1
50,control,28.0,20,1,495.7120418548584,495.7108497619629,922,1
51,control,29.0,20,1,497.607946395874,497.6048469543457,828,1
52,control,30.0,20,1,593.9080715179443,593.9059257507324,1232,1
53,control,5.0,17,1,98.20008277893066,396.2550163269043,1485,1
54,control,6.0,17,1,95.03006935119629,985.0571155548096,1362,1
55,control,7.0,17,1,99.0900993347168,405.9329032897949,1108,1
56,control,8.0,17,0,293.8201427459717,293.81823539733887,1281,1
57,control,9.0,17,1,98.24085235595703,493.8497543334961,983,1
58,control,10.0,17,1,938.5747909545898,938.5719299316406,1038,1
59,control,11.0,17,1,429.17490005493164,1023.4007835388184,1388,1
60,control,12.0,17,1,439.85509872436523,439.8531913757324,850,1
61,control,13.0,17,1,1026.7651081085205,1026.7620086669922,923,1
62,control,14.0,17,1,1095.3969955444336,1095.3941345214844,1289,1
63,control,15.0,23,1,991.1098480224609,991.1088943481445,917,1
64,control,16.0,17,1,992.0639991760254,992.0620918273926,1128,1
65,control,17.0,17,1,596.1930751800537,596.1909294128418,1113,1
66,control,18.0,23,1,497.2689151763916,497.26390838623047,912,1
67,control,19.0,17,1,697.0272064208984,697.0231533050537,1347,1
68,control,20.0,17,1,405.9271812438965,405.92432022094727,1281,1
69,control,21.0,17,1,499.28998947143555,499.2859363555908,1398,1
70,control,22.0,17,1,497.00307846069336,497.00093269348145,1428,1
71,control,23.0,17,1,493.5438632965088,493.541955947876,1030,1
72,control,24.0,17,1,393.0468559265137,393.04494857788086,980,1
73,control,25.0,17,1,495.24831771850586,495.24712562561035,1326,1
74,control,26.0,17,1,599.4918346405029,599.489688873291,1065,1
75,control,27.0,17,1,997.302770614624,997.2999095916748,1021,1
76,control,28.0,17,1,497.09320068359375,497.09010124206543,1109,1
77,control,29.0,17,1,498.3339309692383,498.33083152770996,1455,1
78,control,30.0,17,1,594.33913230896,594.3381786346436,1307,1
79,control,5.0,17,1,98.7708568572998,905.1907062530518,1055,1
80,control,6.0,17,1,98.4189510345459,498.64697456359863,1448,1
