trial,condition,eccentricity,magnitude,correct,srt_ms,keyboard_rt_ms,pre_change_ms,valid
1,control,5.0,20,1,99.02811050415039,1593.8560962677002,819,1
2,control,6.0,20,1,100.65412521362305,1122.7431297302246,1016,1
3,control,7.0,20,1,297.3971366882324,1195.1789855957031,890,1
4,control,8.0,20,1,98.53124618530273,1032.9780578613281,1408,1
5,control,9.0,20,1,790.0891304016113,790.0810241699219,1472,1
6,control,10.0,20,1,96.62079811096191,683.6237907409668,1134,1
7,control,11.0,20,1,188.7362003326416,814.6061897277832,1083,1
8,control,12.0,20,1,1079.9388885498047,1079.9379348754883,1086,1
9,control,13.0,20,1,1089.4708633422852,1089.4689559936523,1434,1
10,control,14.0,20,1,198.1639862060547,4290.741920471191,849,1
11,control,15.0,20,1,1085.9949588775635,1085.9861373901367,1203,1
12,control,16.0,20,1,1225.6569862365723,1225.656270980835,898,1
13,control,17.0,20,1,1329.0131092071533,1329.0071487426758,1314,1
14,control,18.0,20,1,2178.4708499908447,2178.469181060791,1189,1
15,control,19.0,20,1,198.3199119567871,899.2202281951904,1154,1
16,control,20.0,20,1,999.8531341552734,999.8457431793213,1172,1
17,control,21.0,20,1,890.6521797180176,890.643835067749,1448,1
18,control,22.0,20,1,989.5899295806885,989.5880222320557,1477,1
19,control,23.0,20,1,901.2103080749512,901.2081623077393,960,1
20,control,24.0,20,1,1186.048984527588,1186.0480308532715,871,1
21,control,25.0,20,1,1022.9928493499756,1022.9849815368652,974,1
22,control,26.0,20,1,791.8269634246826,791.8260097503662,1153,1
23,control,27.0,20,1,781.7699909210205,781.7690372467041,1141,1
24,control,28.0,20,1,792.6359176635742,792.6349639892578,1010,1
25,control,29.0,20,0,2108.7560653686523,2108.753204345703,944,1
26,control,30.0,20,1,983.3018779754639,983.3006858825684,1296,1
27,control,5.0,20,1,933.0670833587646,933.0630302429199,944,1
28,control,6.0,20,1,98.94919395446777,926.4130592346191,1395,1
29,control,7.0,20,1,198.23622703552246,792.3493385314941,1199,1
30,control,8.0,20,1,196.72894477844238,1177.577018737793,977,1
31,control,9.0,20,1,877.9840469360352,877.9830932617188,877,1
