trial,condition,eccentricity,magnitude,correct,srt_ms,keyboard_rt_ms,pre_change_ms,valid
1,control,5.0,20,1,99.79081153869629,426.9421100616455,1300,1
2,control,6.0,20,1,197.47185707092285,494.17901039123535,1477,1
3,control,7.0,20,1,98.94990921020508,394.0150737762451,1122,1
4,control,8.0,20,1,97.85890579223633,491.5590286254883,991,1
5,control,9.0,20,1,494.24290657043457,494.24099922180176,1108,1
6,control,10.0,20,1,98.98090362548828,493.35503578186035,844,1
7,control,11.0,20,1,493.8619136810303,493.85714530944824,873,1
8,control,12.0,20,1,1286.0829830169678,1286.0777378082275,952,1
9,control,13.0,20,1,98.50597381591797,394.9859142303467,1408,1
10,control,14.0,20,1,623.3680248260498,623.3649253845215,1400,1
11,control,15.0,20,1,691.7877197265625,691.7829513549805,843,1
12,control,16.0,20,1,493.76797676086426,493.76511573791504,1427,1
13,control,17.0,20,1,397.036075592041,397.0310688018799,1327,1
14,control,18.0,20,1,98.87909889221191,492.6109313964844,1497,1
15,control,19.0,20,1,624.4730949401855,624.4709491729736,1441,1
16,control,20.0,20,1,493.61586570739746,493.6089515686035,856,1
17,control,21.0,20,1,427.51598358154297,427.51312255859375,1173,1
18,control,22.0,20,1,493.9839839935303,493.98207664489746,1042,1
19,control,23.0,20,1,493.6978816986084,493.69287490844727,809,1
20,control,24.0,20,1,493.4260845184326,493.422269821167,1360,1
21,control,25.0,20,1,690.8259391784668,690.8228397369385,812,1
22,control,26.0,20,1,492.1243190765381,492.1221733093262,1421,1
23,control,27.0,20,1,593.1050777435303,593.101978302002,1137,1
24,control,28.0,20,1,723.5209941864014,723.5147953033447,1091,1
25,control,29.0,20,1,526.630163192749,526.6249179840088,1357,1
26,control,30.0,20,1,691.2581920623779,691.2572383880615,1115,1
27,control,5.0,20,1,99.17593002319336,493.2708740234375,1205,1
28,control,6.0,20,1,98.24585914611816,1187.4678134918213,1078,1
29,control,7.0,20,1,525.0840187072754,525.0809192657471,1214,1
30,control,8.0,20,1,98.0377197265625,526.4039039611816,859,1
31,control,9.0,20,1,99.40123558044434,395.34902572631836,1358,1
32,control,10.0,20,1,493.8678741455078,493.85976791381836,1193,1
33,control,11.0,20,1,394.37413215637207,394.36888694763184,935,1
34,control,12.0,20,1,592.540979385376,592.536211013794,925,1
35,control,13.0,20,1,492.39087104797363,492.3899173736572,970,1
36,control,14.0,20,1,394.7570323944092,394.75297927856445,1500,1
37,control,15.0,20,1,395.0061798095703,395.0009346008301,1012,1
38,control,16.0,20,1,494.5862293243408,494.581937789917,987,1
39,control,17.0,20,1,1219.3598747253418,1219.3560600280762,889,1
40,control,18.0,20,1,525.6850719451904,525.6760120391846,1007,1
41,control,19.0,20,1,592.8618907928467,592.8587913513184,970,1
42,control,20.0,20,1,492.9220676422119,492.9201602935791,1319,1
43,control,21.0,20,1,592.0729637145996,592.0708179473877,823,1
44,control,22.0,20,1,395.4460620880127,395.4429626464844,1319,1
45,control,23.0,20,1,593.1463241577148,593.1410789489746,1145,1
46,control,24.0,20,1,593.9350128173828,593.9278602600098,1180,1
47,control,25.0,20,1,496.4439868927002,496.4420795440674,1186,1
48,control,26.0,20,1,691.7178630828857,691.7157173156738,864,1
49,control,27.0,20,1,493.82495880126953,493.8199520111084,904,1
50,control,28.0,20,1,525.8450508117676,525.8429050445557,1253,1
51,control,29.0,20,1,724.7178554534912,724.7087955474854,919,1
52,control,30.0,20,1,691.3559436798096,691.3537979125977,1140,1
53,control,5.0,17,1,194.9911117553711,525.8657932281494,1479,1
54,control,6.0,17,1,99.06506538391113,394.3600654602051,1044,1
55,control,7.0,17,1,99.78699684143066,693.2311058044434,1228,1
56,control,8.0,17,1,98.14119338989258,493.38531494140625,1071,1
57,control,9.0,17,1,593.1529998779297,593.1448936462402,1367,1
58,control,10.0,17,1,198.14801216125488,592.4980640411377,1004,1
59,control,11.0,17,1,493.46208572387695,493.4580326080322,935,1
60,control,12.0,17,1,428.5759925842285,428.5731315612793,832,1
61,control,13.0,17,1,1119.0729141235352,1119.067907333374,950,1
62,control,14.0,17,1,889.1880512237549,889.185905456543,1214,1
63,control,15.0,17,1,494.42481994628906,494.42291259765625,940,1
64,control,16.0,17,1,587.5952243804932,587.5940322875977,1428,1
65,control,17.0,17,1,592.4019813537598,592.3991203308105,910,1
66,control,18.0,17,1,99.33018684387207,1415.9870147705078,1066,1
67,control,19.0,17,0,823.2278823852539,823.2259750366211,934,1
68,control,20.0,17,1,494.5847988128662,494.5797920227051,853,1
69,control,21.0,17,1,492.71583557128906,492.71392822265625,865,1
70,control,22.0,17,1,493.86000633239746,493.8549995422363,1017,1
71,control,23.0,17,0,393.62287521362305,393.62096786499023,1140,1
72,control,24.0,17,1,501.9998550415039,501.98888778686523,1276,1
73,control,25.0,17,1,692.1288967132568,692.1257972717285,949,1
74,control,26.0,17,1,593.5859680175781,593.5811996459961,916,1
75,control,27.0,17,1,494.43602561950684,494.4331645965576,925,1
76,control,28.0,17,1,1086.9996547698975,1086.998701095581,1047,1
77,control,29.0,17,1,493.96467208862305,493.96300315856934,838,1
78,control,30.0,17,1,689.446210861206,689.4412040710449,1080,1
79,control,5.0,17,1,626.3091564178467,626.3060569763184,1124,1
80,control,6.0,17,1,98.51288795471191,1120.1729774475098,1350,1
