trial,condition,eccentricity,magnitude,correct,srt_ms,keyboard_rt_ms,pre_change_ms,valid
1,control,5.0,20,1,98.62685203552246,2176.846742630005,1317,1
2,control,6.0,20,1,197.6461410522461,980.2670478820801,970,1
3,control,7.0,20,1,793.6990261077881,793.6980724334717,1371,1
4,control,8.0,20,1,204.22887802124023,801.6347885131836,1063,1
5,control,9.0,20,1,683.3200454711914,683.319091796875,1218,1
6,control,10.0,20,1,595.4797267913818,595.4775810241699,1228,1
7,control,11.0,20,1,782.0127010345459,782.0107936859131,803,1
8,control,12.0,20,1,802.044153213501,802.0412921905518,957,1
9,control,13.0,20,1,592.6580429077148,592.6551818847656,1071,1
10,control,14.0,20,1,483.8871955871582,483.8862419128418,1253,1
11,control,15.0,20,1,692.0230388641357,692.0211315155029,1193,1
12,control,16.0,20,0,6072.503089904785,6072.502136230469,972,1
13,control,17.0,20,1,790.8220291137695,790.8179759979248,1214,1
14,control,18.0,20,1,632.2450637817383,632.2429180145264,1104,1
15,control,19.0,20,1,714.2548561096191,714.2536640167236,1382,1
16,control,20.0,20,1,626.7638206481934,626.762866973877,940,1
17,control,21.0,20,1,624.547004699707,624.5439052581787,1230,1
18,control,22.0,20,1,792.1919822692871,792.1898365020752,990,1
19,control,23.0,20,1,913.1729602813721,913.1720066070557,1413,1
20,control,24.0,20,1,682.5189590454102,682.5180053710938,1479,1
21,control,25.0,20,1,695.0581073760986,695.0569152832031,1274,1
22,control,26.0,20,1,791.2280559539795,791.2211418151855,1128,1
23,control,27.0,20,1,781.0649871826172,781.0640335083008,1225,1
24,control,28.0,20,1,1125.1530647277832,1125.1499652862549,1004,1
25,control,29.0,20,1,1177.4072647094727,1177.4063110351562,1071,1
26,control,30.0,20,0,3296.0257530212402,3296.0238456726074,991,1
27,control,5.0,20,1,231.02307319641113,724.6792316436768,1039,1
28,control,6.0,20,1,98.9692211151123,485.00514030456543,1091,1
29,control,7.0,20,1,99.53689575195312,493.3338165283203,1224,1
30,control,8.0,20,1,691.7629241943359,691.756010055542,881,1
