trial,condition,eccentricity,magnitude,correct,srt_ms,keyboard_rt_ms,pre_change_ms,valid
1,control,5.0,20,1,131.05010986328125,526.0241031646729,1279,1
2,control,6.0,20,1,98.40512275695801,493.8371181488037,1122,1
3,control,7.0,20,1,296.9849109649658,593.329906463623,1453,1
4,control,8.0,20,1,98.0689525604248,490.7371997833252,961,1
5,control,9.0,20,1,197.7090835571289,691.8148994445801,1233,1
6,control,10.0,20,1,592.8692817687988,592.8671360015869,1145,1
7,control,11.0,20,1,625.3509521484375,625.3330707550049,1310,1
8,control,12.0,20,1,592.8478240966797,592.843770980835,1173,1
9,control,13.0,20,1,427.13379859924316,427.1259307861328,1037,1
10,control,14.0,20,1,1021.481990814209,1021.4781761169434,884,1
11,control,15.0,20,1,527.1592140197754,527.1511077880859,1061,1
12,control,16.0,20,1,98.27208518981934,493.4232234954834,813,0
13,control,16.0,20,1,395.1430320739746,395.1408863067627,1389,1
14,control,17.0,20,1,1021.0568904876709,1021.0521221160889,1288,1
15,control,18.0,20,1,526.7970561981201,526.7918109893799,1180,1
16,control,19.0,20,1,395.3127861022949,395.310640335083,857,1
17,control,20.0,20,1,493.0412769317627,493.0391311645508,1276,1
18,control,21.0,20,1,493.6213493347168,493.6201572418213,1353,1
19,control,22.0,20,1,494.0810203552246,494.0788745880127,1372,1
20,control,23.0,20,1,394.3829536437988,394.3779468536377,1191,1
21,control,24.0,20,1,493.84522438049316,493.8390254974365,838,1
22,control,25.0,20,1,393.8772678375244,393.8732147216797,1248,1
23,control,26.0,20,1,594.1309928894043,594.1271781921387,1232,1
24,control,27.0,20,1,493.3807849884033,493.3788776397705,1353,1
25,control,28.0,20,1,592.6849842071533,592.6828384399414,817,1
26,control,29.0,20,1,493.96610260009766,493.96300315856934,1139,1
27,control,30.0,20,1,494.10510063171387,494.0989017486572,1071,1
28,control,5.0,20,1,99.51591491699219,395.86591720581055,1079,1
29,control,6.0,20,1,131.21891021728516,526.9339084625244,928,1
30,control,7.0,20,1,97.6560115814209,921.8869209289551,1245,1
31,control,8.0,20,1,394.30809020996094,394.3040370941162,1362,1
32,control,9.0,20,1,199.40900802612305,594.6259498596191,1402,1
33,control,10.0,20,1,623.6863136291504,623.6841678619385,1013,1
34,control,11.0,20,1,523.7948894500732,523.7891674041748,897,1
35,control,12.0,20,1,822.8616714477539,822.8590488433838,1478,1
36,control,13.0,20,1,492.7241802215576,492.71392822265625,1400,1
37,control,14.0,20,1,626.3580322265625,626.3489723205566,927,1
38,control,15.0,20,1,593.379020690918,593.3771133422852,1124,1
39,control,16.0,20,1,493.2732582092285,493.2680130004883,1154,1
40,control,17.0,20,1,494.08411979675293,494.0810203552246,844,1
41,control,18.0,20,1,889.4269466400146,889.423131942749,1308,1
42,control,19.0,20,1,790.3118133544922,790.308952331543,1030,1
43,control,20.0,20,1,594.0248966217041,594.0210819244385,829,1
44,control,21.0,20,1,626.4221668243408,626.4159679412842,966,1
45,control,22.0,20,1,593.7232971191406,593.7201976776123,1340,1
46,control,23.0,20,1,592.7059650421143,592.7040576934814,964,1
47,control,24.0,20,1,592.3500061035156,592.3430919647217,1185,1
48,control,25.0,20,1,691.3659572601318,691.364049911499,897,1
49,control,26.0,20,1,391.93010330200195,391.92891120910645,898,1
50,control,27.0,20,1,493.9441680908203,493.941068649292,911,1
51,control,28.0,20,1,593.0161476135254,593.0130481719971,942,0
52,control,28.0,20,1,493.65806579589844,493.6530590057373,1434,1
53,control,29.0,20,1,693.1579113006592,693.1509971618652,1495,1
54,control,30.0,20,0,625.3089904785156,625.3042221069336,1016,1
55,control,5.0,17,1,197.7241039276123,591.3450717926025,1352,1
56,control,6.0,17,1,626.4591217041016,626.4510154724121,1153,1
57,control,7.0,17,1,493.74890327453613,493.7472343444824,1048,1
58,control,8.0,17,1,196.2759494781494,988.2221221923828,1023,1
59,control,9.0,17,1,493.715763092041,493.710994720459,1107,1
60,control,10.0,17,1,492.63882637023926,492.63691902160645,941,0
61,control,10.0,17,1,423.3872890472412,423.3851432800293,974,1
62,control,11.0,17,1,594.0473079681396,594.0432548522949,806,1
63,control,12.0,17,1,594.120979309082,594.1181182861328,1131,1
64,control,13.0,17,1,393.97215843200684,393.9709663391113,1030,1
65,control,14.0,17,1,493.04699897766113,493.0379390716553,1214,1
66,control,15.0,17,1,592.1909809112549,592.1790599822998,886,1
67,control,16.0,17,1,494.66800689697266,494.6601390838623,1100,0
