trial,condition,eccentricity,magnitude,correct,srt_ms,keyboard_rt_ms,pre_change_ms,valid
1,control,5.0,20,1,1393.6538696289062,1393.653154373169,1315,1
2,control,6.0,20,1,99.49183464050293,1428.3788204193115,1433,1
3,control,7.0,20,1,89.65396881103516,583.7247371673584,1120,1
4,control,8.0,20,1,99.57504272460938,582.5128555297852,991,1
5,control,9.0,20,1,813.3540153503418,813.3530616760254,1213,1
6,control,10.0,20,1,691.4241313934326,691.4241313934326,993,1
7,control,11.0,20,1,99.05195236206055,1022.7701663970947,858,1
8,control,12.0,20,1,894.1891193389893,894.1869735717773,1434,1
9,control,13.0,20,1,879.5168399810791,879.5158863067627,1429,1
10,control,14.0,20,1,1011.2979412078857,1011.2972259521484,950,1
11,control,15.0,20,1,1396.0089683532715,1396.0049152374268,1439,1
12,control,16.0,20,1,29579.564094543457,29579.559087753296,1488,1
13,control,17.0,20,1,1080.34086227417,1080.3399085998535,1039,1
14,control,18.0,20,1,1089.3580913543701,1089.3580913543701,914,1
15,control,19.0,20,1,979.6032905578613,979.6023368835449,988,1
16,control,20.0,20,1,1023.0600833892822,1023.0588912963867,865,1
17,control,21.0,20,1,1386.5442276000977,1386.5430355072021,1254,1
18,control,22.0,20,1,2022.9520797729492,2022.9368209838867,1168,1
19,control,23.0,20,1,1427.809238433838,1427.8030395507812,994,1
20,control,24.0,20,1,1478.5280227661133,1478.5270690917969,1326,1
21,control,25.0,20,1,824.674129486084,824.6729373931885,984,1
22,control,26.0,20,1,1484.9929809570312,1484.9908351898193,956,1
23,control,27.0,20,1,1089.6599292755127,1089.6589756011963,1389,1
24,control,28.0,20,1,1297.1861362457275,1297.1820831298828,1217,1
25,control,29.0,20,1,1000.0910758972168,1000.0879764556885,1398,1
26,control,30.0,20,1,1715.9929275512695,1715.9910202026367,1374,1
27,control,5.0,20,1,98.44088554382324,891.8371200561523,810,1
28,control,6.0,20,1,98.26874732971191,791.8720245361328,1372,1
29,control,7.0,20,1,98.8161563873291,693.0222511291504,1214,1
30,control,8.0,20,1,681.0009479522705,680.9999942779541,1399,1
31,control,9.0,20,1,101.07111930847168,1022.4292278289795,1343,1
32,control,10.0,20,1,889.0359401702881,889.030933380127,820,1
33,control,11.0,20,1,978.5580635070801,978.5568714141846,1499,1
34,control,12.0,20,1,690.8340454101562,690.831184387207,1057,1
35,control,13.0,20,1,889.26100730896,889.2569541931152,1484,1
36,control,14.0,20,1,724.9727249145508,724.9677181243896,1228,1
37,control,15.0,20,1,780.6999683380127,780.6992530822754,1337,1
38,control,16.0,20,1,889.4379138946533,889.4362449645996,1274,1
39,control,17.0,20,1,814.3079280853271,814.3069744110107,1451,1
40,control,18.0,20,1,1224.8787879943848,1224.876880645752,1036,1
41,control,19.0,20,1,1289.7400856018066,1289.7391319274902,999,1
42,control,20.0,20,1,1308.2458972930908,1308.2449436187744,1016,1
43,control,21.0,20,1,1176.820993423462,1176.8200397491455,961,1
44,control,22.0,20,1,1296.53000831604,1296.5240478515625,1446,1
45,control,23.0,20,1,980.6399345397949,980.6389808654785,1459,1
46,control,24.0,20,1,1079.7858238220215,1079.7858238220215,1268,1
47,control,25.0,20,1,912.1420383453369,912.1408462524414,1058,1
48,control,26.0,20,1,879.9712657928467,879.9700736999512,1019,1
49,control,27.0,20,1,880.9349536895752,880.9328079223633,1227,1
50,control,28.0,20,1,878.7851333618164,878.7841796875,1153,1
51,control,29.0,20,1,990.0650978088379,990.0600910186768,1275,1
52,control,30.0,20,1,1525.918960571289,1525.9120464324951,987,1
53,control,5.0,17,1,197.6451873779297,978.3749580383301,1391,1
54,control,6.0,17,0,99.64990615844727,1912.1670722961426,1433,1
55,control,7.0,17,1,89.7068977355957,880.9657096862793,1387,1
56,control,8.0,17,1,98.38414192199707,615.1411533355713,1259,1
57,control,9.0,17,1,716.3300514221191,716.3290977478027,1385,1
58,control,10.0,17,1,582.7147960662842,582.7147960662842,1287,1
59,control,11.0,17,1,601.5119552612305,601.5098094940186,1027,1
60,control,12.0,17,1,791.9750213623047,791.9697761535645,1499,1
61,control,13.0,17,1,782.526969909668,782.526969909668,1334,1
62,control,14.0,17,1,583.3983421325684,583.3971500396729,853,1
63,control,15.0,17,1,779.9310684204102,779.9298763275146,1354,1
64,control,16.0,17,1,593.9760208129883,593.966007232666,1033,1
65,control,17.0,17,1,493.73698234558105,493.7300682067871,964,1
66,control,18.0,17,1,603.4388542175293,603.4348011016846,1301,1
67,control,19.0,17,1,593.4200286865234,593.4169292449951,896,1
68,control,20.0,17,1,696.4561939239502,696.4540481567383,857,1
69,control,21.0,17,1,594.3238735198975,594.322919845581,1163,1
70,control,22.0,17,1,900.7859230041504,900.7828235626221,1016,1
71,control,23.0,17,1,880.6936740875244,880.6920051574707,1299,1
72,control,24.0,17,1,780.9770107269287,780.9760570526123,1252,1
73,control,25.0,17,1,832.4368000030518,832.4308395385742,1365,1
74,control,26.0,17,1,979.4046878814697,979.4037342071533,1226,1
75,control,27.0,17,1,979.384183883667,979.3832302093506,801,1
76,control,28.0,17,1,881.0458183288574,881.0458183288574,1427,1
77,control,29.0,17,1,690.5331611633301,690.5272006988525,891,1
78,control,30.0,17,1,822.5882053375244,822.5829601287842,1446,1
79,control,5.0,17,1,97.9928970336914,1089.1568660736084,1462,1
80,control,6.0,20,1,593.5709476470947,593.5699939727783,913,1
81,control,7.0,17,1,790.3461456298828,790.3430461883545,974,1
82,control,8.0,17,1,484.1809272766113,484.1799736022949,1352,1
83,control,9.0,17,1,592.6499366760254,592.6446914672852,1244,1
84,control,10.0,17,1,997.1427917480469,997.1380233764648,1159,1
85,control,11.0,17,1,595.7450866699219,595.7419872283936,1242,1
86,control,12.0,17,1,1086.7102146148682,1086.7083072662354,1339,1
